title,year,pages,key_words,abstract,DOI,type
A method to optimize evacuation instructions.,2011.0,10,MLOps|Data Processing|Computer Networking|Indexing|Distributed Systems|Computer Science|Information Systems|Machine Learning|Data Modeling,A method to optimize evacuation instructions.,journals/ors/HuibregtseHHB11,poster
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,2016.0,11,Computer Networking|Languages & Compilers|MLOps|Operating Systems|Data Processing|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science,FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,journals/sp/ProanoCCTTT16,poster
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,2022.0,26,Computer Networking|Languages & Compilers|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science|Databases|Data Modeling,tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,journals/rjour/CasasF22,demo paper
PANFIS: A Novel Incremental Learning Machine.,2014.0,26,Databases|Computer Architecture|Data Processing|Languages & Compilers|Indexing|Big Data|Mathematics for Computer Science|Hardware|Data Science,PANFIS: A Novel Incremental Learning Machine.,journals/tnn/PratamaAAL14,short paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,1999.0,20,Computer Networking|Languages & Compilers|Data Processing|Operating Systems|Big Data|Computer Science|Information Systems|Data Science|Databases,Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,journals/ile/FoxH99,short paper
An efficiently computable subgraph pattern support measure: counting independent observations.,2013.0,12,Computer Architecture|Data Processing|Operating Systems|Indexing|Big Data|Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases|Data Modeling,An efficiently computable subgraph pattern support measure: counting independent observations.,journals/datamine/WangRF13,short paper
Review.,2005.0,16,Databases|Computer Networking|Languages & Compilers|Indexing|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science,Review.,journals/lp/Parker05,poster
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,2020.0,19,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Data Processing|MLOps|Computer Science|Mathematics for Computer Science|Information Systems|Data Science|Machine Learning|Data Modeling,A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,journals/aei/ShiZMD20,poster
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,2017.0,22,Databases|MLOps|Data Processing|Computer Networking|Languages & Compilers|Big Data|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning,An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,journals/irmj/KinuthiaC17,poster
LexBFS-orderings and powers of chordal graphs.,1997.0,12,Databases|MLOps|Languages & Compilers|Data Processing|Operating Systems|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Machine Learning|Data Modeling,LexBFS-orderings and powers of chordal graphs.,journals/dm/BrandstadtDN97,full paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,2022.0,13,Computer Networking|Languages & Compilers|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Hardware|Databases|Machine Learning,LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,journals/debu/0001YZZ22,full paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,2021.0,17,Databases|Computer Architecture|MLOps|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Distributed Systems|Information Systems|Databases|Machine Learning|Data Modeling,DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,journals/ijgi/NguyenC21,full paper
On strong edge-colouring of subcubic graphs.,2013.0,26,Databases|Computer Architecture|MLOps|Data Processing|Computer Networking|Operating Systems|Distributed Systems|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases,On strong edge-colouring of subcubic graphs.,journals/dam/HocquardMRV13,demo paper
Confidence intervals for an ordinal effect size measure based on partially validated series.,2016.0,22,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Distributed Systems|Mathematics for Computer Science|Data Science|Databases|Machine Learning,Confidence intervals for an ordinal effect size measure based on partially validated series.,journals/csda/QiuPT16,demo paper
Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,2006.0,17,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Indexing|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,Novel technique for preprocessing high dimensional time-course data from DNA microarray: mathematical model-based clustering.,journals/bioinformatics/HakamadaOH06,poster
Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,2009.0,23,Databases|Computer Architecture|Computer Networking|Languages & Compilers|MLOps|Operating Systems|Big Data|Distributed Systems|Computer Science|Data Science|Databases,Solitary wave simulations of Complex Modified Korteweg-de Vries Equation using differential quadrature method.,journals/cphysics/KorkmazD09,demo paper
Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,2021.0,16,Databases|Computer Architecture|Computer Networking|Languages & Compilers|MLOps|Operating Systems|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases,Fractional wavelet transform based diagnostic system for brain tumor detection in MR imaging.,journals/imst/KaushalPB21,short paper
Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,2012.0,28,Computer Architecture|MLOps|Computer Networking|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Distributed Systems|Information Systems|Data structures & Algorithms|Data Science|Databases,Waveform Interpolation-Based Speech Analysis/Synthesis for HMM-Based TTS Systems.,journals/spl/JungJK12,full paper
Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,2020.0,18,Computer Architecture|Operating Systems|Mathematics for Computer Science|Data structures & Algorithms|Machine Learning,Anti-Multipath Orthogonal Chirp Division Multiplexing for Underwater Acoustic Communication.,journals/access/ZhuXTCT20,short paper
Book review.,1992.0,20,Databases|Computer Architecture|Computer Networking|Data Processing|Indexing|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Book review.,journals/ail/Berman92,short paper
Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,2022.0,14,Computer Architecture|MLOps|Computer Networking|Data Processing|Operating Systems|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Hardware|Machine Learning|Data Modeling,Physics-Informed Hyperspectral Remote Sensing Image Synthesis With Deep Conditional Generative Adversarial Networks.,journals/tgrs/LiuLSZ22,demo paper
High-tech indicators: assessing the competitiveness of selected European countries.,2010.0,27,Computer Architecture|MLOps|Computer Networking|Operating Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science,High-tech indicators: assessing the competitiveness of selected European countries.,journals/taasm/JohnsonPRNJ10,poster
A serial inventory system with supplier selection and order quantity allocation.,2010.0,13,Computer Networking|MLOps|Indexing|Big Data|Distributed Systems|Computer Science|Information Systems|Data Science|Data Modeling,A serial inventory system with supplier selection and order quantity allocation.,journals/eor/MendozaV10,poster
"Multitarget likelihood computation for track-before-detect applications with amplitude fluctuations of type swerling 0, 1, and 3.",2016.0,24,Databases|MLOps|Data Processing|Computer Networking|Operating Systems|Distributed Systems|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,"Multitarget likelihood computation for track-before-detect applications with amplitude fluctuations of type swerling 0, 1, and 3.",journals/taes/LepoutreRG16,short paper
Clinical Outcome Prediction Using Single-Cell Data.,2016.0,14,Databases|Computer Architecture|Data Processing|Operating Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Modeling,Clinical Outcome Prediction Using Single-Cell Data.,journals/tbcas/PouyanJN16,poster
A martingale Kronecker lemma and parameter estimation for linear systems.,1998.0,24,Databases|Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Big Data|Computer Science|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases,A martingale Kronecker lemma and parameter estimation for linear systems.,journals/tac/ElliottM98,demo paper
Coupling fuzzy clustering and cellular automata based on local maxima of development potential to model urban emergence and expansion in economic development zones.,2020.0,19,Computer Architecture|MLOps|Computer Networking|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science,Coupling fuzzy clustering and cellular automata based on local maxima of development potential to model urban emergence and expansion in economic development zones.,journals/gis/LiangLCLWC20,demo paper
Particle Swarm Optimization With Interswarm Interactive Learning Strategy.,2016.0,11,Databases|Computer Architecture|Computer Networking|Data Processing|Operating Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science,Particle Swarm Optimization With Interswarm Interactive Learning Strategy.,journals/tcyb/QinCZ0S16,full paper
VSAT data networks.,1990.0,24,MLOps|Data Processing|Languages & Compilers|Computer Networking|Indexing|Hardware|Data Science|Databases|Data Modeling,VSAT data networks.,journals/pieee/Abramson90,poster
Decentralized Consensus Optimization Based on Parallel Random Walk.,2020.0,22,Databases|Computer Architecture|Data Processing|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science,Decentralized Consensus Optimization Based on Parallel Random Walk.,journals/icl/YeCMX20,demo paper
Determination of optimal order-up to level quantities for dependent spare parts using data mining.,2016.0,24,Data Science|Big Data|Distributed Systems|MLOps,Determination of optimal order-up to level quantities for dependent spare parts using data mining.,journals/candie/MoharanaS16,short paper
A Novel 3D Indoor Localization Scheme Using Virtual Access Point.,2014.0,14,Databases|Computer Architecture|Languages & Compilers|Data Processing|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Machine Learning|Data Modeling,A Novel 3D Indoor Localization Scheme Using Virtual Access Point.,journals/ijdsn/KimK14,demo paper
"Pretense, Counterfactuals, and Bayesian Causal Models: Why What Is Not Real Really Matters.",2013.0,26,Databases|Computer Architecture|MLOps|Computer Networking|Operating Systems|Big Data|Computer Science|Mathematics for Computer Science|Hardware|Data Science|Databases|Data Modeling,"Pretense, Counterfactuals, and Bayesian Causal Models: Why What Is Not Real Really Matters.",journals/cogsci/WeisbergG13,demo paper
On measuring the system coherency of quadratically nonlinear systems.,1991.0,26,MLOps|Languages & Compilers|Big Data|Computer Science|Data Science|Machine Learning,On measuring the system coherency of quadratically nonlinear systems.,journals/tsp/Kim91,poster
Directional Motion on Water Surface With Keel Extruded Footpads Propelled by Marangoni Effect.,2020.0,18,Operating Systems|Indexing|Big Data|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Directional Motion on Water Surface With Keel Extruded Footpads Propelled by Marangoni Effect.,journals/ral/KwakCB20,short paper
Adaptive learning region importance for region-based image retrieval.,2015.0,16,Computer Networking|Distributed Systems|Data structures & Algorithms|Hardware|Data Science,Adaptive learning region importance for region-based image retrieval.,journals/iet-cvi/YangLCL15,short paper
Big vs little core for energy-efficient Hadoop computing.,2019.0,27,Computer Architecture|Indexing|Big Data|Data structures & Algorithms|Data Science,Big vs little core for energy-efficient Hadoop computing.,journals/jpdc/MalikNRJMGH19,demo paper
3D IMPRESS vision expert system for automated construction of three-dimensional image processing procedures and its performance evaluation.,2001.0,10,Databases|Computer Architecture|Languages & Compilers|Data Processing|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Machine Learning,3D IMPRESS vision expert system for automated construction of three-dimensional image processing procedures and its performance evaluation.,journals/scjapan/ZhouSHT01,poster
The relationship between sustainable business management and competitiveness: research trends and challenge.,2012.0,11,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning,The relationship between sustainable business management and competitiveness: research trends and challenge.,journals/ijtm/IasevoliM12,poster
Adaptive Geometry Image.,2008.0,10,Computer Architecture|MLOps|Languages & Compilers|Data Processing|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data Science|Databases|Machine Learning,Adaptive Geometry Image.,journals/tvcg/YaoL08,poster
Estimation of fiber orientation and spin density distribution by diffusion deconvolution.,2011.0,14,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Operating Systems|Big Data|Computer Science|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Estimation of fiber orientation and spin density distribution by diffusion deconvolution.,journals/neuroimage/YehWT11,short paper
QoE Vadis? (Dagstuhl Perspectives Workshop 16472).,2018.0,27,Computer Architecture|Languages & Compilers|Indexing|Computer Science|Mathematics for Computer Science,QoE Vadis? (Dagstuhl Perspectives Workshop 16472).,journals/dagstuhl-manifestos/FiedlerMR018,full paper
UWB Channel Modeling in Roadway and Indoor Parking Environments.,2010.0,22,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Big Data|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Data Modeling,UWB Channel Modeling in Roadway and Indoor Parking Environments.,journals/tvt/Lee10,short paper
"On the optimal, fair and channel-aware cognitive radio network reconfiguration.",2013.0,18,Computer Networking|Data Processing|Hardware|Data Science|Databases|Machine Learning|Data Modeling,"On the optimal, fair and channel-aware cognitive radio network reconfiguration.",journals/cn/ArkoulisAKPM13,poster
Indoor Magnetic Signature Based Localization Algorithm without Person-Dependent Parameter Calibration.,2014.0,11,Databases|Computer Architecture|Languages & Compilers|Data Processing|Operating Systems|Big Data|Information Systems|Data structures & Algorithms|Data Science|Databases,Indoor Magnetic Signature Based Localization Algorithm without Person-Dependent Parameter Calibration.,journals/sensors/SuhA14,full paper
System Dynamics and Tradeoffs in Radio Astronomical Data Transport of an Integrated Satellite Communication and Radio Astronomy System.,2023.0,17,Computer Architecture|MLOps|Languages & Compilers|Operating Systems|Indexing|Distributed Systems|Data structures & Algorithms|Hardware|Data Science|Machine Learning,System Dynamics and Tradeoffs in Radio Astronomical Data Transport of an Integrated Satellite Communication and Radio Astronomy System.,journals/access/MohamedM23,demo paper
Online Stock Price Prediction Based on Interval Data Analysis.,2022.0,26,Computer Architecture|Computer Networking|Data Processing|Operating Systems|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science|Databases|Machine Learning,Online Stock Price Prediction Based on Interval Data Analysis.,journals/ijdst/Cheng22,poster
Combat Models for RTS Games.,2018.0,19,Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Operating Systems|Big Data|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Combat Models for RTS Games.,journals/tciaig/UriarteO18,poster
Topologic Proofs of Some Combinatorial Theorems.,1974.0,20,Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases,Topologic Proofs of Some Combinatorial Theorems.,journals/jct/Yoseloff74,poster
A Semantic web approach to handling soft constraints in virtual organisations.,2008.0,17,Databases|Computer Architecture|Computer Networking|Data Processing|Indexing|Distributed Systems|Computer Science|Information Systems|Hardware|Data Science|Machine Learning,A Semantic web approach to handling soft constraints in virtual organisations.,journals/ecra/PreeceCMPG08,full paper
Effects of Target Expansion on Selection Performance in Older Computer Users.,2013.0,20,Computer Architecture|MLOps|Data Processing|Computer Networking|Operating Systems|Languages & Compilers|Big Data|Computer Science|Hardware|Data Science|Machine Learning|Data Modeling,Effects of Target Expansion on Selection Performance in Older Computer Users.,journals/taccess/HwangHW13,short paper
Symbol-by-Symbol MAP Decoding Algorithm for High-Rate Convolutional Codes That Use Reciprocal Dual Codes.,1998.0,25,Computer Architecture|MLOps|Data Processing|Languages & Compilers|Operating Systems|Indexing|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,Symbol-by-Symbol MAP Decoding Algorithm for High-Rate Convolutional Codes That Use Reciprocal Dual Codes.,journals/jsac/Riedel98,demo paper
A generic framework for heap and value analyses of object-oriented programming languages.,2016.0,28,Databases|Big Data|Mathematics for Computer Science|Hardware|Data Science|Databases|Machine Learning|Data Modeling,A generic framework for heap and value analyses of object-oriented programming languages.,journals/tcs/Ferrara16,full paper
Server-Aided Fine-Grained Access Control Mechanism with Robust Revocation in Cloud Computing.,2022.0,15,Databases|Computer Architecture|Computer Networking|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Server-Aided Fine-Grained Access Control Mechanism with Robust Revocation in Cloud Computing.,journals/tsc/MaZSST22,short paper
Fingerprint classification using a feedback-based line detector.,2004.0,21,Databases|Computer Architecture|MLOps|Data Processing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Machine Learning,Fingerprint classification using a feedback-based line detector.,journals/tsmc/ShahS04,short paper
On the robust stabilizability of uncertain linear time-invariant plants using nonlinear time-varying controllers.,1987.0,20,Computer Architecture|Computer Networking|Languages & Compilers|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science,On the robust stabilizability of uncertain linear time-invariant plants using nonlinear time-varying controllers.,journals/automatica/GeorgiouPK87,demo paper
The Questioning Turing Test.,2020.0,15,Databases|Computer Architecture|MLOps|Languages & Compilers|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,The Questioning Turing Test.,journals/mima/Damassino20,full paper
A spatial decision support tool for estimating population catchments to aid rural and remote health service allocation planning.,2011.0,21,Computer Architecture|MLOps|Operating Systems|Computer Science|Information Systems|Hardware|Data Science|Machine Learning,A spatial decision support tool for estimating population catchments to aid rural and remote health service allocation planning.,journals/hij/SchuurmanRB11,full paper
Science in the Cloud: Allocation and Execution of Data-Intensive Scientific Workflows.,2014.0,11,Computer Architecture|Data Processing|Data Modeling|Operating Systems,Science in the Cloud: Allocation and Execution of Data-Intensive Scientific Workflows.,journals/grid/SzaboSKZY14,poster
Local stability analysis for continuous-time Takagi-Sugeno fuzzy systems with time delay.,2018.0,24,Databases|Computer Architecture|Computer Networking|MLOps|Operating Systems|Data structures & Algorithms|Data Science|Machine Learning,Local stability analysis for continuous-time Takagi-Sugeno fuzzy systems with time delay.,journals/ijon/WangL18,demo paper
Characterization of unlabeled level planar trees.,2009.0,10,Computer Networking|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Information Systems|Hardware|Machine Learning|Data Modeling,Characterization of unlabeled level planar trees.,journals/comgeo/Estrella-BalderramaFK09,full paper
A Study of Chaotic Maps Producing Symmetric Distributions in the Fish School Search Optimization Algorithm with Exponential Step Decay.,2020.0,10,Languages & Compilers|Indexing|Big Data|Data Science|Machine Learning,A Study of Chaotic Maps Producing Symmetric Distributions in the Fish School Search Optimization Algorithm with Exponential Step Decay.,journals/symmetry/DemidovaG20,full paper
Coalition-Based Cooperative Packet Delivery under Uncertainty: A Dynamic Bayesian Coalitional Game.,2013.0,19,Databases|Languages & Compilers|Operating Systems|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Data Modeling,Coalition-Based Cooperative Packet Delivery under Uncertainty: A Dynamic Bayesian Coalitional Game.,journals/tmc/AkkarajitsakulHN13,short paper
Recognition of abdominal organs using 3D mathematical morphology.,2002.0,25,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science|Data Modeling,Recognition of abdominal organs using 3D mathematical morphology.,journals/scjapan/FujimotoGK02,short paper
Editorial Foreword.,2011.0,19,Computer Architecture|MLOps|Indexing|Computer Science|Hardware|Data Science|Machine Learning,Editorial Foreword.,journals/tim/Kim11,demo paper
Properties of ,2022.0,26,MLOps|Languages & Compilers|Data Science|Machine Learning|Data Modeling,Properties of ,journals/jifs/MuhiuddinJEPA22,demo paper
Rate-distortion theory applied to automatic object recognition.,2000.0,16,Databases|Computer Networking|Data Processing|Information Systems|Hardware|Machine Learning,Rate-distortion theory applied to automatic object recognition.,journals/tit/ShustermanMR00,full paper
Distributed proportion-integration-derivation formation control for second-order multi-agent systems with communication time delays.,2017.0,11,Computer Architecture|MLOps|Computer Networking|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Distributed proportion-integration-derivation formation control for second-order multi-agent systems with communication time delays.,journals/ijon/QinHZ17,poster
An Extremal Problem on Sparse 0-1 Matrices.,1991.0,18,Databases|Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Databases|Machine Learning|Data Modeling,An Extremal Problem on Sparse 0-1 Matrices.,journals/siamdm/BienstockG91,poster
Hybrid Reduced-Complexity Multiuser Detector for CDMA Communication Systems.,2008.0,15,Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Data Science|Databases|Machine Learning,Hybrid Reduced-Complexity Multiuser Detector for CDMA Communication Systems.,journals/tvt/YangSSC08,full paper
Multipath Routing for Video Streaming inWireless Mesh Networks.,2011.0,17,Computer Networking|MLOps|Data Processing|Computer Science|Hardware|Data Science,Multipath Routing for Video Streaming inWireless Mesh Networks.,journals/ahswn/LiWZ11,short paper
Improved field localization in transcranial magnetic stimulation of the brain with the utilization of a conductive shield plate in the stimulator.,2006.0,16,Databases|Computer Architecture|Computer Networking|Data Processing|MLOps|Languages & Compilers|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases,Improved field localization in transcranial magnetic stimulation of the brain with the utilization of a conductive shield plate in the stimulator.,journals/tbe/KimGW06,full paper
Observer-Based Consensus Protocol for Directed Switching Networks With a Leader of Nonzero Inputs.,2022.0,17,Operating Systems|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases,Observer-Based Consensus Protocol for Directed Switching Networks With a Leader of Nonzero Inputs.,journals/tcyb/WangWHYR22,poster
Private and rateless adaptive coded matrix-vector multiplication.,2021.0,13,Databases|Computer Architecture|MLOps|Data Processing|Indexing|Big Data|Distributed Systems|Hardware|Data Science|Machine Learning,Private and rateless adaptive coded matrix-vector multiplication.,journals/ejwcn/BitarXKDRS21,demo paper
In silico evaluation of the influence of the translocon on partitioning of membrane segments.,2014.0,21,Computer Architecture|Indexing|Big Data|Data Science,In silico evaluation of the influence of the translocon on partitioning of membrane segments.,journals/bmcbi/TessierLDRCH14,short paper
Privacy-Preserving Analysis for Remote Video Anomaly Detection in Real Life Environments.,2022.0,14,Computer Networking|MLOps|Data Processing|Operating Systems|Big Data|Information Systems|Data Science|Data Modeling,Privacy-Preserving Analysis for Remote Video Anomaly Detection in Real Life Environments.,journals/jowua/GiorgiAS22,full paper
Mercer and Wu-Srivastava generalisations of Steffensen's inequality.,2013.0,14,Computer Architecture|Languages & Compilers|Data Processing|Operating Systems|Computer Science|Information Systems|Data structures & Algorithms,Mercer and Wu-Srivastava generalisations of Steffensen's inequality.,journals/amc/PecaricPS13,full paper
Bridging gaps in handoffs: A continuity of care based approach.,2012.0,10,MLOps|Indexing|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Data Modeling,Bridging gaps in handoffs: A continuity of care based approach.,journals/jbi/AbrahamKP12,poster
Editorial: Supporting healthcare reform with augmented electronic medical records system.,2009.0,28,Operating Systems|Big Data|Hardware|Data Science|Databases|Data Modeling,Editorial: Supporting healthcare reform with augmented electronic medical records system.,journals/ijeh/Hsieh09,poster
A Smart Work Performance Measurement System for Police Officers.,2015.0,21,Computer Architecture|Computer Networking|Operating Systems|Hardware|Data Science|Databases|Data Modeling,A Smart Work Performance Measurement System for Police Officers.,journals/access/YuanDYWZCBL15,poster
The Preempt-Resume M/G/1 Queue with Feedback and Clocked Schedules.,1989.0,25,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Data Processing|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning,The Preempt-Resume M/G/1 Queue with Feedback and Clocked Schedules.,journals/pe/KeilsonS89,poster
MR-ELM: a MapReduce-based framework for large-scale ELM training in big data era.,2016.0,28,Computer Networking|MLOps|Languages & Compilers|Operating Systems|Big Data|Distributed Systems|Data Science|Machine Learning,MR-ELM: a MapReduce-based framework for large-scale ELM training in big data era.,journals/nca/ChenCWZ16,full paper
On the non-idealness of cyclotomic families of pairing-friendly elliptic curves.,2014.0,27,Languages & Compilers|Distributed Systems|Computer Science|Data structures & Algorithms|Hardware|Databases,On the non-idealness of cyclotomic families of pairing-friendly elliptic curves.,journals/jmc/Sha14,demo paper
A Novel Emulation Model of the Cardiac Conduction System.,2017.0,10,Operating Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases,A Novel Emulation Model of the Cardiac Conduction System.,journals/tecs/AndalamAMRT17,demo paper
A group key-policy attribute-based encryption with partial outsourcing decryption in wireless sensor networks.,2016.0,20,Databases|Computer Architecture|MLOps|Data Processing|Operating Systems|Indexing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning,A group key-policy attribute-based encryption with partial outsourcing decryption in wireless sensor networks.,journals/scn/WangYLWC16,short paper
Learning to detect and understand drug discontinuation events from clinical narratives.,2019.0,14,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Big Data|Distributed Systems|Information Systems|Data Science|Machine Learning|Data Modeling,Learning to detect and understand drug discontinuation events from clinical narratives.,journals/jamia/LiuPDFLSCGPY19,demo paper
Sampling issues in quantitative analysis of dendritic spines morphology.,2012.0,28,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Indexing|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Sampling issues in quantitative analysis of dendritic spines morphology.,journals/bmcbi/RuszczyckiSWBKKW12,full paper
Landscape and Dynamics of the Transcriptional Regulatory Network During Natural Killer Cell Differentiation.,2020.0,15,MLOps|Languages & Compilers|Data Processing|Computer Science|Data Science,Landscape and Dynamics of the Transcriptional Regulatory Network During Natural Killer Cell Differentiation.,journals/gpb/LiWLYTWQ20,short paper
Absolutely expedient imitative behavior.,2003.0,14,Databases|Computer Networking|Big Data|Data structures & Algorithms|Data Science|Databases|Data Modeling,Absolutely expedient imitative behavior.,journals/ijgt/Morales03,demo paper
Seawater Battery-Based Wireless Marine Buoy System With Battery Degradation Prediction and Multiple Power Optimization Capabilities.,2021.0,13,Databases|Computer Architecture|MLOps|Languages & Compilers|Computer Networking|Indexing|Distributed Systems|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Data Modeling,Seawater Battery-Based Wireless Marine Buoy System With Battery Degradation Prediction and Multiple Power Optimization Capabilities.,journals/access/ChoKKPLKK21,poster
A multi-granularity heuristic-combining approach for censorship circumvention activity identification.,2016.0,25,Computer Architecture|MLOps|Computer Networking|Operating Systems|Computer Science|Information Systems|Data structures & Algorithms|Machine Learning,A multi-granularity heuristic-combining approach for censorship circumvention activity identification.,journals/scn/ZhuoZLCZ16,poster
Prosody-driven Sentence Processing: An Event-related Brain Potential Study.,2005.0,25,Databases|Computer Architecture|MLOps|Languages & Compilers|Indexing|Machine Learning,Prosody-driven Sentence Processing: An Event-related Brain Potential Study.,journals/jocn/PannekampTAHF05,full paper
KeyWords Plus - Algorithmic Derivative Indexing.,1993.0,25,Computer Architecture|Big Data|Distributed Systems|Mathematics for Computer Science|Data Science|Databases,KeyWords Plus - Algorithmic Derivative Indexing.,journals/jasis/GarfieldS93,full paper
