name,area,type
Context Effect in the Categorical Perception of Mandarin Tones.,Hardware,paper
Context Effect in the Categorical Perception of Mandarin Tones.,Data Science,paper
Context Effect in the Categorical Perception of Mandarin Tones.,Databases,paper
Context Effect in the Categorical Perception of Mandarin Tones.,Data Modeling,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Computer Architecture,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Computer Networking,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Data Processing,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Languages & Compilers,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Indexing,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Distributed Systems,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Computer Science,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Mathematics for Computer Science,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Information Systems,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Data structures & Algorithms,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Data Science,paper
Resultants over commutative idempotent semirings I: Algebraic aspect.,Machine Learning,paper
On an algorithm for Vision-based hand gesture recognition.,Data Management,paper
On an algorithm for Vision-based hand gesture recognition.,Computer Architecture,paper
On an algorithm for Vision-based hand gesture recognition.,Computer Networking,paper
On an algorithm for Vision-based hand gesture recognition.,Operating Systems,paper
On an algorithm for Vision-based hand gesture recognition.,Big Data,paper
On an algorithm for Vision-based hand gesture recognition.,Computer Science,paper
On an algorithm for Vision-based hand gesture recognition.,Hardware,paper
On an algorithm for Vision-based hand gesture recognition.,Data Science,paper
On an algorithm for Vision-based hand gesture recognition.,Databases,paper
On an algorithm for Vision-based hand gesture recognition.,Data Modeling,paper
New techniques for untestable fault identification in sequential circuits.,Data Management,paper
New techniques for untestable fault identification in sequential circuits.,Computer Architecture,paper
New techniques for untestable fault identification in sequential circuits.,MLOps,paper
New techniques for untestable fault identification in sequential circuits.,Big Data,paper
New techniques for untestable fault identification in sequential circuits.,Distributed Systems,paper
New techniques for untestable fault identification in sequential circuits.,Computer Science,paper
New techniques for untestable fault identification in sequential circuits.,Data structures & Algorithms,paper
New techniques for untestable fault identification in sequential circuits.,Hardware,paper
New techniques for untestable fault identification in sequential circuits.,Data Science,paper
New techniques for untestable fault identification in sequential circuits.,Databases,paper
New techniques for untestable fault identification in sequential circuits.,Machine Learning,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Data Management,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Computer Architecture,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Indexing,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Computer Science,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Mathematics for Computer Science,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Data structures & Algorithms,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Databases,paper
A weighted strategy to handle likelihood uncertainty in Bayesian inference.,Machine Learning,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Computer Architecture,paper
Converting scanned images of seismic reflection data into SEG-Y format.,MLOps,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Data Processing,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Computer Networking,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Operating Systems,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Big Data,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Computer Science,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Information Systems,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Hardware,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Data Science,paper
Converting scanned images of seismic reflection data into SEG-Y format.,Data Modeling,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Data Management,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Computer Architecture,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Computer Networking,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Data Processing,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Operating Systems,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Big Data,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Computer Science,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Hardware,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Data Science,paper
TCP Pegas: A PSO-based improvement over TCP Vegas.,Data Modeling,paper
Real controllability/stabilizability radius of LTI systems.,Data Science,paper
Real controllability/stabilizability radius of LTI systems.,MLOps,paper
Real controllability/stabilizability radius of LTI systems.,Databases,paper
Real controllability/stabilizability radius of LTI systems.,Computer Science,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Computer Architecture,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Languages & Compilers,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Operating Systems,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Indexing,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Computer Science,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Hardware,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Data Science,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Databases,paper
Benchmarking HEp-2 specimen cells classification using linear discriminant analysis on higher order spectra features of cell shape.,Machine Learning,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Computer Architecture,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Data Processing,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Indexing,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Distributed Systems,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Computer Science,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Mathematics for Computer Science,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Information Systems,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Data Science,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Databases,paper
Link-Adaptive Mapper Designs for Space-Shift-Keying-Modulated MIMO Systems.,Data Modeling,paper
A library network model.,Data Management,paper
A library network model.,Data Processing,paper
A library network model.,Operating Systems,paper
A library network model.,Information Systems,paper
A library network model.,Data structures & Algorithms,paper
A library network model.,Hardware,paper
A library network model.,Databases,paper
A library network model.,Data Modeling,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Languages & Compilers,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Operating Systems,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Computer Science,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Mathematics for Computer Science,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Information Systems,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Data structures & Algorithms,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Hardware,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Data Science,paper
An efficient syntactic approach to structural analysis of on-line handwritten mathematical expressions.,Machine Learning,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Computer Architecture,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,MLOps,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Computer Networking,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Languages & Compilers,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Operating Systems,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Big Data,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Computer Science,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Data structures & Algorithms,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Hardware,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Data Science,paper
Noise Localization Method for Model Tests in a Large Cavitation Tunnel Using a Hydrophone Array.,Data Modeling,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Computer Architecture,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,MLOps,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Computer Science,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Data structures & Algorithms,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Data Science,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Databases,paper
Area- and power-efficient iterative single/double-precision merged floating-point multiplier on FPGA.,Data Modeling,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Data Management,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Computer Architecture,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Computer Networking,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Languages & Compilers,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Big Data,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Computer Science,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Mathematics for Computer Science,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Data structures & Algorithms,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Hardware,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Databases,paper
K-means clustering analysis and evaluation for internet of acoustic environment characteristics.,Machine Learning,paper
A Study of Search Intermediary Working Notes: Implications for IR System Design.,Computer Architecture,paper
A Study of Search Intermediary Working Notes: Implications for IR System Design.,Data Processing,paper
A Study of Search Intermediary Working Notes: Implications for IR System Design.,Distributed Systems,paper
A Study of Search Intermediary Working Notes: Implications for IR System Design.,Computer Science,paper
A Study of Search Intermediary Working Notes: Implications for IR System Design.,Data Modeling,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Computer Architecture,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Indexing,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Distributed Systems,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Mathematics for Computer Science,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Information Systems,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Machine Learning,paper
Downlink Resource Sharing in Multichannel Device-to-Device Communication.,Data Modeling,paper
Association between triallelic polymorphism of the serotonin transporter and [,Computer Architecture,paper
Association between triallelic polymorphism of the serotonin transporter and [,Languages & Compilers,paper
Association between triallelic polymorphism of the serotonin transporter and [,Data Processing,paper
Association between triallelic polymorphism of the serotonin transporter and [,Operating Systems,paper
Association between triallelic polymorphism of the serotonin transporter and [,Computer Science,paper
Association between triallelic polymorphism of the serotonin transporter and [,Mathematics for Computer Science,paper
Association between triallelic polymorphism of the serotonin transporter and [,Information Systems,paper
Association between triallelic polymorphism of the serotonin transporter and [,Hardware,paper
Association between triallelic polymorphism of the serotonin transporter and [,Data Science,paper
Association between triallelic polymorphism of the serotonin transporter and [,Databases,paper
Association between triallelic polymorphism of the serotonin transporter and [,Machine Learning,paper
Association between triallelic polymorphism of the serotonin transporter and [,Data Modeling,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Data Management,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Computer Architecture,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Operating Systems,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Indexing,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Computer Science,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Information Systems,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Data structures & Algorithms,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Data Science,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Databases,paper
Low gate interface traps AlGaN/GaN HEMTs using a lattice matched ZrZnO transparent gate design.,Data Modeling,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Data Management,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Computer Architecture,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Computer Networking,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Data Processing,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Indexing,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Distributed Systems,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Information Systems,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Data structures & Algorithms,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Data Science,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Databases,paper
Spike-based compact digital neuromorphic architecture for efficient implementation of high order FIR filters.,Data Modeling,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Data Management,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Computer Architecture,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Computer Networking,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Data Processing,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Indexing,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Distributed Systems,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Mathematics for Computer Science,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Information Systems,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Hardware,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Data Science,paper
Teilelogistik - Unterstützung durch Informations- und Kommunikationssysteme im vetrieb der Merzedes Benz AG.,Databases,paper
A finite characterization of,Data Management,paper
A finite characterization of,Computer Architecture,paper
A finite characterization of,MLOps,paper
A finite characterization of,Languages & Compilers,paper
A finite characterization of,Operating Systems,paper
A finite characterization of,Indexing,paper
A finite characterization of,Big Data,paper
A finite characterization of,Mathematics for Computer Science,paper
A finite characterization of,Hardware,paper
A finite characterization of,Databases,paper
A finite characterization of,Machine Learning,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Data Management,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Computer Architecture,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Computer Networking,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Languages & Compilers,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,MLOps,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Distributed Systems,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Mathematics for Computer Science,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Information Systems,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Data structures & Algorithms,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Data Science,paper
On weighted unbalanced linguistic aggregation operators in group decision making.,Databases,paper
Entanglement cost of generalised measurements.,Computer Architecture,paper
Entanglement cost of generalised measurements.,Computer Networking,paper
Entanglement cost of generalised measurements.,Languages & Compilers,paper
Entanglement cost of generalised measurements.,Data Processing,paper
Entanglement cost of generalised measurements.,Operating Systems,paper
Entanglement cost of generalised measurements.,MLOps,paper
Entanglement cost of generalised measurements.,Distributed Systems,paper
Entanglement cost of generalised measurements.,Computer Science,paper
Entanglement cost of generalised measurements.,Information Systems,paper
Entanglement cost of generalised measurements.,Hardware,paper
Entanglement cost of generalised measurements.,Data Science,paper
Entanglement cost of generalised measurements.,Data Modeling,paper
A method to optimize evacuation instructions.,MLOps,paper
A method to optimize evacuation instructions.,Data Processing,paper
A method to optimize evacuation instructions.,Computer Networking,paper
A method to optimize evacuation instructions.,Indexing,paper
A method to optimize evacuation instructions.,Distributed Systems,paper
A method to optimize evacuation instructions.,Computer Science,paper
A method to optimize evacuation instructions.,Information Systems,paper
A method to optimize evacuation instructions.,Machine Learning,paper
A method to optimize evacuation instructions.,Data Modeling,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Computer Networking,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Languages & Compilers,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,MLOps,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Operating Systems,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Data Processing,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Mathematics for Computer Science,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Data structures & Algorithms,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Hardware,paper
FPGA-Aware Scheduling Strategies at Hypervisor Level in Cloud Environments.,Data Science,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Computer Networking,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Languages & Compilers,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Distributed Systems,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Computer Science,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Mathematics for Computer Science,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Data Science,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Databases,paper
tvReg: Time-varying Coefficients in Multi-Equation Regression in R.,Data Modeling,paper
PANFIS: A Novel Incremental Learning Machine.,Data Management,paper
PANFIS: A Novel Incremental Learning Machine.,Computer Architecture,paper
PANFIS: A Novel Incremental Learning Machine.,Data Processing,paper
PANFIS: A Novel Incremental Learning Machine.,Languages & Compilers,paper
PANFIS: A Novel Incremental Learning Machine.,Indexing,paper
PANFIS: A Novel Incremental Learning Machine.,Big Data,paper
PANFIS: A Novel Incremental Learning Machine.,Mathematics for Computer Science,paper
PANFIS: A Novel Incremental Learning Machine.,Hardware,paper
PANFIS: A Novel Incremental Learning Machine.,Data Science,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Computer Networking,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Languages & Compilers,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Data Processing,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Operating Systems,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Big Data,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Computer Science,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Information Systems,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Data Science,paper
Advancing the Boundaries of Higher Education in Arizona Using the World Wide Web.,Databases,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Computer Architecture,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Data Processing,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Operating Systems,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Indexing,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Big Data,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Computer Science,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Data structures & Algorithms,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Hardware,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Data Science,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Databases,paper
An efficiently computable subgraph pattern support measure: counting independent observations.,Data Modeling,paper
Review.,Data Management,paper
Review.,Computer Networking,paper
Review.,Languages & Compilers,paper
Review.,Indexing,paper
Review.,Distributed Systems,paper
Review.,Mathematics for Computer Science,paper
Review.,Hardware,paper
Review.,Data Science,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Data Management,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Computer Architecture,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Computer Networking,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Languages & Compilers,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Data Processing,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,MLOps,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Computer Science,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Mathematics for Computer Science,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Information Systems,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Data Science,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Machine Learning,paper
A neurophysiological approach to assess training outcome under stress: A virtual reality experiment of industrial shutdown maintenance using Functional Near-Infrared Spectroscopy (fNIRS).,Data Modeling,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Data Management,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,MLOps,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Data Processing,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Computer Networking,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Languages & Compilers,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Big Data,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Mathematics for Computer Science,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Data structures & Algorithms,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Data Science,paper
An Empirical Study of Technological Factors Affecting Cloud Enterprise Resource Planning Systems Adoption.,Machine Learning,paper
LexBFS-orderings and powers of chordal graphs.,Data Management,paper
LexBFS-orderings and powers of chordal graphs.,MLOps,paper
LexBFS-orderings and powers of chordal graphs.,Languages & Compilers,paper
LexBFS-orderings and powers of chordal graphs.,Data Processing,paper
LexBFS-orderings and powers of chordal graphs.,Operating Systems,paper
LexBFS-orderings and powers of chordal graphs.,Indexing,paper
LexBFS-orderings and powers of chordal graphs.,Distributed Systems,paper
LexBFS-orderings and powers of chordal graphs.,Computer Science,paper
LexBFS-orderings and powers of chordal graphs.,Mathematics for Computer Science,paper
LexBFS-orderings and powers of chordal graphs.,Information Systems,paper
LexBFS-orderings and powers of chordal graphs.,Data structures & Algorithms,paper
LexBFS-orderings and powers of chordal graphs.,Machine Learning,paper
LexBFS-orderings and powers of chordal graphs.,Data Modeling,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Computer Networking,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Languages & Compilers,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Operating Systems,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Indexing,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Big Data,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Distributed Systems,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Computer Science,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Mathematics for Computer Science,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Hardware,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Databases,paper
LEDGERBENCH: A Framework for Benchmarking Ledger Databases.,Machine Learning,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Data Management,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Computer Architecture,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,MLOps,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Languages & Compilers,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Data Processing,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Operating Systems,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Indexing,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Big Data,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Distributed Systems,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Information Systems,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Databases,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Machine Learning,paper
DEM- and GIS-Based Analysis of Soil Erosion Depth Using Machine Learning.,Data Modeling,paper
On strong edge-colouring of subcubic graphs.,Data Management,paper
On strong edge-colouring of subcubic graphs.,Computer Architecture,paper
On strong edge-colouring of subcubic graphs.,MLOps,paper
On strong edge-colouring of subcubic graphs.,Data Processing,paper
On strong edge-colouring of subcubic graphs.,Computer Networking,paper
On strong edge-colouring of subcubic graphs.,Operating Systems,paper
On strong edge-colouring of subcubic graphs.,Distributed Systems,paper
On strong edge-colouring of subcubic graphs.,Mathematics for Computer Science,paper
On strong edge-colouring of subcubic graphs.,Information Systems,paper
On strong edge-colouring of subcubic graphs.,Hardware,paper
On strong edge-colouring of subcubic graphs.,Data Science,paper
On strong edge-colouring of subcubic graphs.,Databases,paper
